id, name, version, is_ok, num_vuln, critical, high, medium, low
603, babel-helper-module-imports, v7.15.7, True
604, babel-helper-module-imports, v7.15.6, True
605, babel-helper-module-imports, v7.15.5, True
606, babel-helper-module-imports, v7.15.4, True
607, babel-helper-module-imports, v7.15.3, True
608, babel-helper-module-imports, v7.15.2, True
609, babel-helper-module-imports, v7.15.1, True
610, babel-helper-module-imports, v7.15.0, True
611, babel-helper-module-imports, v7.14.9, True
612, babel-helper-module-imports, v7.14.8, True
613, babel-helper-module-imports, v7.14.7, True
614, babel-helper-module-imports, v7.14.6, True
615, babel-helper-module-imports, v7.14.5, True
616, babel-helper-module-imports, v7.14.4, True
617, babel-helper-module-imports, v7.14.3, True
618, babel-helper-module-imports, v7.14.2, True
619, babel-helper-module-imports, v7.14.1, True
620, babel-helper-module-imports, v7.14.0, True
621, babel-helper-module-imports, v7.13.17, True
622, babel-helper-module-imports, v7.13.16, True
623, babel-helper-module-imports, v7.13.15, True
624, babel-helper-module-imports, v7.13.14, True
625, babel-helper-module-imports, v7.13.13, True
626, babel-helper-module-imports, v7.13.12, True
627, babel-helper-module-imports, v7.13.11, True
628, babel-helper-module-imports, v7.13.10, True
629, babel-plugin-syntax-optional-catch-binding, v7.16.2, True
630, babel-plugin-syntax-optional-catch-binding, v7.16.1, True
631, babel-plugin-syntax-optional-catch-binding, v7.16.0, True
632, babel-plugin-syntax-optional-catch-binding, v7.15.8, True
633, babel-plugin-syntax-optional-catch-binding, v7.15.7, True
634, babel-plugin-syntax-optional-catch-binding, v7.15.6, True
635, babel-plugin-syntax-optional-catch-binding, v7.15.5, True
636, babel-plugin-syntax-optional-catch-binding, v7.15.4, True
637, babel-plugin-syntax-optional-catch-binding, v7.15.3, True
638, babel-plugin-syntax-optional-catch-binding, v7.15.2, True
639, babel-plugin-syntax-optional-catch-binding, v7.15.1, True
640, babel-plugin-syntax-optional-catch-binding, v7.15.0, True
641, babel-plugin-syntax-optional-catch-binding, v7.14.9, True
642, babel-plugin-syntax-optional-catch-binding, v7.14.8, True
643, babel-plugin-syntax-optional-catch-binding, v7.14.7, True
644, babel-plugin-syntax-optional-catch-binding, v7.14.6, True
645, babel-plugin-syntax-optional-catch-binding, v7.14.5, True
646, babel-plugin-syntax-optional-catch-binding, v7.14.4, True
647, babel-plugin-syntax-optional-catch-binding, v7.14.3, True
648, babel-plugin-syntax-optional-catch-binding, v7.14.2, True
649, babel-plugin-syntax-optional-catch-binding, v7.14.1, True
650, babel-plugin-syntax-optional-catch-binding, v7.14.0, True
651, babel-plugin-syntax-optional-catch-binding, v7.13.17, True
652, babel-plugin-syntax-optional-catch-binding, v7.13.16, True
653, babel-plugin-syntax-optional-catch-binding, v7.13.15, True
654, babel-plugin-syntax-optional-catch-binding, v7.13.14, True
655, babel-plugin-syntax-optional-catch-binding, v7.13.13, True
656, babel-plugin-syntax-optional-catch-binding, v7.13.12, True
657, babel-plugin-syntax-optional-catch-binding, v7.13.11, True
658, babel-plugin-syntax-optional-catch-binding, v7.13.10, True
659, @gerhobbelt/babel-types, v7.16.2, True
660, @gerhobbelt/babel-types, v7.16.1, True
661, @gerhobbelt/babel-types, v7.16.0, True
662, @gerhobbelt/babel-types, v7.15.8, True
663, @gerhobbelt/babel-types, v7.15.7, True
664, @gerhobbelt/babel-types, v7.15.6, True
665, @gerhobbelt/babel-types, v7.15.5, True
666, @gerhobbelt/babel-types, v7.15.4, True
667, @gerhobbelt/babel-types, v7.15.3, True
668, @gerhobbelt/babel-types, v7.15.2, True
669, @gerhobbelt/babel-types, v7.15.1, True
670, @gerhobbelt/babel-types, v7.15.0, True
671, @gerhobbelt/babel-types, v7.14.9, True
672, @gerhobbelt/babel-types, v7.14.8, True
673, @gerhobbelt/babel-types, v7.14.7, True
674, @gerhobbelt/babel-types, v7.14.6, True
675, @gerhobbelt/babel-types, v7.14.5, True
676, @gerhobbelt/babel-types, v7.14.4, True
677, @gerhobbelt/babel-types, v7.14.3, True
678, @gerhobbelt/babel-types, v7.14.2, True
679, @gerhobbelt/babel-types, v7.14.1, True
680, @gerhobbelt/babel-types, v7.14.0, True
681, @gerhobbelt/babel-types, v7.13.17, True
682, @gerhobbelt/babel-types, v7.13.16, True
683, @gerhobbelt/babel-types, v7.13.15, True
684, @gerhobbelt/babel-types, v7.13.14, True
685, @gerhobbelt/babel-types, v7.13.13, True
686, @gerhobbelt/babel-types, v7.13.12, True
687, @gerhobbelt/babel-types, v7.13.11, True
688, @gerhobbelt/babel-types, v7.13.10, True
689, babel-helper-simple-access, v7.16.2, True
690, babel-helper-simple-access, v7.16.1, True
691, babel-helper-simple-access, v7.16.0, True
692, babel-helper-simple-access, v7.15.8, True
693, babel-helper-simple-access, v7.15.7, True
694, babel-helper-simple-access, v7.15.6, True
695, babel-helper-simple-access, v7.15.5, True
696, babel-helper-simple-access, v7.15.4, True
697, babel-helper-simple-access, v7.15.3, True
698, babel-helper-simple-access, v7.15.2, True
699, babel-helper-simple-access, v7.15.1, True
700, babel-helper-simple-access, v7.15.0, True
701, babel-helper-simple-access, v7.14.9, True
702, babel-helper-simple-access, v7.14.8, True
703, babel-helper-simple-access, v7.14.7, True
704, babel-helper-simple-access, v7.14.6, True
705, babel-helper-simple-access, v7.14.5, True
706, babel-helper-simple-access, v7.14.4, True
707, babel-helper-simple-access, v7.14.3, True
708, babel-helper-simple-access, v7.14.2, True
709, babel-helper-simple-access, v7.14.1, True
710, babel-helper-simple-access, v7.14.0, True
711, babel-helper-simple-access, v7.13.17, True
712, babel-helper-simple-access, v7.13.16, True
713, babel-helper-simple-access, v7.13.15, True
714, babel-helper-simple-access, v7.13.14, True
715, babel-helper-simple-access, v7.13.13, True
716, babel-helper-simple-access, v7.13.12, True
717, babel-helper-simple-access, v7.13.11, True
718, babel-helper-simple-access, v7.13.10, True
719, 6to5-runtime, v7.16.2, True
720, 6to5-runtime, v7.16.1, True
721, 6to5-runtime, v7.16.0, True
722, 6to5-runtime, v7.15.8, True
723, 6to5-runtime, v7.15.7, True
724, 6to5-runtime, v7.15.6, True
725, 6to5-runtime, v7.15.5, True
726, 6to5-runtime, v7.15.4, True
727, 6to5-runtime, v7.15.3, True
728, 6to5-runtime, v7.15.2, True
729, 6to5-runtime, v7.15.1, True
730, 6to5-runtime, v7.15.0, True
731, 6to5-runtime, v7.14.9, True
732, 6to5-runtime, v7.14.8, True
733, 6to5-runtime, v7.14.7, True
734, 6to5-runtime, v7.14.6, True
735, 6to5-runtime, v7.14.5, True
736, 6to5-runtime, v7.14.4, True
737, 6to5-runtime, v7.14.3, True
738, 6to5-runtime, v7.14.2, True
739, 6to5-runtime, v7.14.1, True
740, 6to5-runtime, v7.14.0, True
741, 6to5-runtime, v7.13.17, True
742, 6to5-runtime, v7.13.16, True
743, 6to5-runtime, v7.13.15, True
744, 6to5-runtime, v7.13.14, True
745, 6to5-runtime, v7.13.13, True
746, 6to5-runtime, v7.13.12, True
747, 6to5-runtime, v7.13.11, True
748, 6to5-runtime, v7.13.10, True
749, 6to5, v7.16.2, True
750, 6to5, v7.16.1, True
751, 6to5, v7.16.0, True
752, 6to5, v7.15.8, True
753, 6to5, v7.15.7, True
754, 6to5, v7.15.6, True
755, 6to5, v7.15.5, True
756, 6to5, v7.15.4, True
757, 6to5, v7.15.3, True
758, 6to5, v7.15.2, True
759, 6to5, v7.15.1, True
760, 6to5, v7.15.0, True
761, 6to5, v7.14.9, True
762, 6to5, v7.14.8, True
763, 6to5, v7.14.7, True
764, 6to5, v7.14.6, True
765, 6to5, v7.14.5, True
766, 6to5, v7.14.4, True
767, 6to5, v7.14.3, True
768, 6to5, v7.14.2, True
769, 6to5, v7.14.1, True
770, 6to5, v7.14.0, True
771, 6to5, v7.13.17, True
772, 6to5, v7.13.16, True
773, 6to5, v7.13.15, True
774, 6to5, v7.13.14, True
775, 6to5, v7.13.13, True
776, 6to5, v7.13.12, True
777, 6to5, v7.13.11, True
778, 6to5, v7.13.10, True
779, babel-plugin-transform-optional-catch-binding, v7.16.2, True
780, babel-plugin-transform-optional-catch-binding, v7.16.1, True
781, babel-plugin-transform-optional-catch-binding, v7.16.0, True
782, babel-plugin-transform-optional-catch-binding, v7.15.8, True
783, babel-plugin-transform-optional-catch-binding, v7.15.7, True
784, babel-plugin-transform-optional-catch-binding, v7.15.6, True
785, babel-plugin-transform-optional-catch-binding, v7.15.5, True
786, babel-plugin-transform-optional-catch-binding, v7.15.4, True
787, babel-plugin-transform-optional-catch-binding, v7.15.3, True
788, babel-plugin-transform-optional-catch-binding, v7.15.2, True
789, babel-plugin-transform-optional-catch-binding, v7.15.1, True
790, babel-plugin-transform-optional-catch-binding, v7.15.0, True
791, babel-plugin-transform-optional-catch-binding, v7.14.9, True
792, babel-plugin-transform-optional-catch-binding, v7.14.8, True
793, babel-plugin-transform-optional-catch-binding, v7.14.7, True
794, babel-plugin-transform-optional-catch-binding, v7.14.6, True
795, babel-plugin-transform-optional-catch-binding, v7.14.5, True
796, babel-plugin-transform-optional-catch-binding, v7.14.4, True
797, babel-plugin-transform-optional-catch-binding, v7.14.3, True
798, babel-plugin-transform-optional-catch-binding, v7.14.2, True
799, babel-plugin-transform-optional-catch-binding, v7.14.1, True
800, babel-plugin-transform-optional-catch-binding, v7.14.0, True
801, babel-plugin-transform-optional-catch-binding, v7.13.17, True
802, babel-plugin-transform-optional-catch-binding, v7.13.16, True
803, babel-plugin-transform-optional-catch-binding, v7.13.15, True
804, babel-plugin-transform-optional-catch-binding, v7.13.14, True
805, babel-plugin-transform-optional-catch-binding, v7.13.13, True
806, babel-plugin-transform-optional-catch-binding, v7.13.12, True
807, babel-plugin-transform-optional-catch-binding, v7.13.11, True
808, babel-plugin-transform-optional-catch-binding, v7.13.10, True
809, babel-plugin-transform-numeric-separator, v7.16.2, True
810, babel-plugin-transform-numeric-separator, v7.16.1, True
811, babel-plugin-transform-numeric-separator, v7.16.0, True
812, babel-plugin-transform-numeric-separator, v7.15.8, True
813, babel-plugin-transform-numeric-separator, v7.15.7, True
814, babel-plugin-transform-numeric-separator, v7.15.6, True
815, babel-plugin-transform-numeric-separator, v7.15.5, True
816, babel-plugin-transform-numeric-separator, v7.15.4, True
817, babel-plugin-transform-numeric-separator, v7.15.3, True
818, babel-plugin-transform-numeric-separator, v7.15.2, True
819, babel-plugin-transform-numeric-separator, v7.15.1, True
820, babel-plugin-transform-numeric-separator, v7.15.0, True
821, babel-plugin-transform-numeric-separator, v7.14.9, True
822, babel-plugin-transform-numeric-separator, v7.14.8, True
823, babel-plugin-transform-numeric-separator, v7.14.7, True
824, babel-plugin-transform-numeric-separator, v7.14.6, True
825, babel-plugin-transform-numeric-separator, v7.14.5, True
826, babel-plugin-transform-numeric-separator, v7.14.4, True
827, babel-plugin-transform-numeric-separator, v7.14.3, True
828, babel-plugin-transform-numeric-separator, v7.14.2, True
829, babel-plugin-transform-numeric-separator, v7.14.1, True
830, babel-plugin-transform-numeric-separator, v7.14.0, True
831, babel-plugin-transform-numeric-separator, v7.13.17, True
832, babel-plugin-transform-numeric-separator, v7.13.16, True
833, babel-plugin-transform-numeric-separator, v7.13.15, True
834, babel-plugin-transform-numeric-separator, v7.13.14, True
835, babel-plugin-transform-numeric-separator, v7.13.13, True
836, babel-plugin-transform-numeric-separator, v7.13.12, True
837, babel-plugin-transform-numeric-separator, v7.13.11, True
838, babel-plugin-transform-numeric-separator, v7.13.10, True
839, babel-helper-module-transforms, v7.16.2, True
840, babel-helper-module-transforms, v7.16.1, True
841, babel-helper-module-transforms, v7.16.0, True
842, babel-helper-module-transforms, v7.15.8, True
843, babel-helper-module-transforms, v7.15.7, True
844, babel-helper-module-transforms, v7.15.6, True
845, babel-helper-module-transforms, v7.15.5, True
846, babel-helper-module-transforms, v7.15.4, True
847, babel-helper-module-transforms, v7.15.3, True
848, babel-helper-module-transforms, v7.15.2, True
849, babel-helper-module-transforms, v7.15.1, True
850, babel-helper-module-transforms, v7.15.0, True
851, babel-helper-module-transforms, v7.14.9, True
852, babel-helper-module-transforms, v7.14.8, True
853, babel-helper-module-transforms, v7.14.7, True
854, babel-helper-module-transforms, v7.14.6, True
855, babel-helper-module-transforms, v7.14.5, True
856, babel-helper-module-transforms, v7.14.4, True
857, babel-helper-module-transforms, v7.14.3, True
858, babel-helper-module-transforms, v7.14.2, True
859, babel-helper-module-transforms, v7.14.1, True
860, babel-helper-module-transforms, v7.14.0, True
861, babel-helper-module-transforms, v7.13.17, True
862, babel-helper-module-transforms, v7.13.16, True
863, babel-helper-module-transforms, v7.13.15, True
864, babel-helper-module-transforms, v7.13.14, True
865, babel-helper-module-transforms, v7.13.13, True
866, babel-helper-module-transforms, v7.13.12, True
867, babel-helper-module-transforms, v7.13.11, True
868, babel-helper-module-transforms, v7.13.10, True
869, @unofficial-parcel-nightly/plugin, v2.0.0, True
870, @unofficial-parcel-nightly/plugin, v2.0.0-rc.0, True
871, @unofficial-parcel-nightly/plugin, v2.0.0-beta.3.1, True
872, @unofficial-parcel-nightly/plugin, v2.0.0-beta.3, True
873, @unofficial-parcel-nightly/plugin, v2.0.0-beta.2, True
874, @unofficial-parcel-nightly/plugin, v2.0.0-beta.1, True
875, @parcel-nightly-unofficial/types, v2.0.0, True
876, @parcel-nightly-unofficial/types, v2.0.0-rc.0, True
877, @parcel-nightly-unofficial/types, v2.0.0-beta.3.1, True
878, @parcel-nightly-unofficial/types, v2.0.0-beta.3, True
879, @parcel-nightly-unofficial/types, v2.0.0-beta.2, True
880, @parcel-nightly-unofficial/types, v2.0.0-beta.1, True
881, @unofficial-parcel-nightly/types, v2.0.0, True
882, @unofficial-parcel-nightly/types, v2.0.0-rc.0, True
883, @unofficial-parcel-nightly/types, v2.0.0-beta.3.1, True
884, @unofficial-parcel-nightly/types, v2.0.0-beta.3, True
885, @unofficial-parcel-nightly/types, v2.0.0-beta.2, True
886, @unofficial-parcel-nightly/types, v2.0.0-beta.1, True
887, mermaid, 8.13.3, False, 26, 0, 0, 26, 0
888, mermaid, 8.13.1, False, 26, 0, 0, 26, 0
889, mermaid, 8.13.2, False, 26, 0, 0, 26, 0
890, mermaid, 8.13.0, False, 26, 0, 0, 26, 0
891, mermaid, 8.12.1, False, 26, 0, 0, 26, 0
892, mermaid, 8.12.0, False, 26, 0, 0, 26, 0
893, mermaid, 8.11.5, False, 28, 0, 2, 26, 0
894, mermaid, 8.11.4, False, 28, 0, 2, 26, 0
895, mermaid, 8.11.3, False, 28, 0, 2, 26, 0
896, mermaid, 8.11.2, False, 28, 0, 2, 26, 0
897, mermaid, 8.11.1, False, 28, 0, 2, 26, 0
898, mermaid, 8.11.0-rc2, False, 26, 0, 0, 26, 0
899, mermaid, untagged-f83ec2a9deaf6677e0c7, False, 26, 0, 0, 26, 0
900, mermaid, 8.10.1, False, 27, 0, 0, 27, 0
901, mermaid, 8.9.2, False, 27, 0, 0, 27, 0
902, mermaid, untagged-502e9410f3e7fd2ed484, False, 26, 0, 0, 26, 0
903, mermaid, 8.9.1, False, 27, 0, 0, 27, 0
904, mermaid, v8.8.4, False, 27, 0, 0, 27, 0
905, mermaid, 8.9.0, False, 27, 0, 0, 27, 0
906, mermaid, 8.8.3, False, 27, 0, 0, 27, 0
907, mermaid, 8.8.2, False, 27, 0, 0, 27, 0
908, mermaid, 8.8.1, False, 27, 0, 0, 27, 0
909, mermaid, 8.8.0, False, 27, 0, 0, 27, 0
910, mermaid, 8.7.0, False, 27, 0, 0, 27, 0
911, mermaid, 8.6.4, False, 27, 0, 0, 27, 0
912, mermaid, 8.6.3, False, 27, 0, 0, 27, 0
913, mermaid, 8.6.2, False, 27, 0, 0, 27, 0
914, mermaid, 8.6.0, False, 27, 0, 0, 27, 0
915, mermaid, 8.5.2, False, 27, 0, 0, 27, 0
916, mermaid, 8.5.1, False, 27, 0, 0, 27, 0
917, @types/protobufjs, 0.1.450, True
918, @types/testing-library__react, 0.1.450, True
919, @types/rx, 0.1.450, True
920, @types/mysql, 0.1.450, True
921, @types/acorn, 0.1.450, True
922, @types/mz, 0.1.450, True
923, @types/socket.io, 0.1.450, True
924, @types/gapi.client, 0.1.450, True
925, @types/axios, 0.1.450, True
926, @types/moment, 0.1.450, True
927, @types/koa, 0.1.450, True
928, @types/js-yaml, 0.1.450, True
929, @types/chalk, 0.1.450, True
930, @types/reflect-metadata, 0.1.450, True
931, @types/ramda, 0.1.450, True
932, @types/cordova, 0.1.450, True
933, @types/d3, 0.1.450, True
934, @types/webpack-dev-server, 0.1.450, True
935, @types/isomorphic-fetch, 0.1.450, True
936, @types/classnames, 0.1.450, True
937, @types/pg, 0.1.450, True
938, @types/winston, 0.1.450, True
939, @types/cookie, 0.1.450, True
940, @types/knockout, 0.1.450, True
941, @types/mpromise, 0.1.450, True
942, @types/angular, 0.1.450, True
943, @types/styled-components, 0.1.450, True
944, @types/minimist, 0.1.450, True
945, @types/cacheable-request, 0.1.450, True
946, @types/redux, 0.1.450, True
947, @types/arrify, 0.1.450, True
948, @types/iobroker, 0.1.450, True
949, @types/socket.io-client, 0.1.450, True
950, @types/bson, 0.1.450, True
951, @types/bn.js, 0.1.450, True
952, @types/inquirer, 0.1.450, True
953, @types/bunyan, 0.1.450, True
954, @types/source-map-support, 0.1.450, True
955, @types/webcomponents.js, 0.1.450, True
956, @types/bytebuffer, 0.1.450, True
957, @types/validator, 0.1.450, True
958, @types/angularjs, 0.1.450, True
959, @types/shallowequal, 0.1.450, True
960, @types/diff, 0.1.450, True
961, @types/es6-promise, 0.1.450, True
962, @types/retry, 0.1.450, True
963, @types/vinyl, 0.1.450, True
964, @types/hapi__joi, 0.1.450, True
965, @types/googlemaps, 0.1.450, True
966, @types/node-fetch, 0.1.450, True
967, @types/formidable, 0.1.450, True
968, @types/sizzle, 0.1.450, True
969, @types/joi, 0.1.450, True
970, @pixi/core, v5.3.11, True
971, @pixi/core, v6.1.3, True
972, @pixi/core, v6.2.0, True
973, @pixi/core, v6.1.2, True
974, @pixi/core, v6.1.1, True
975, @pixi/core, v6.1.0-rc.6, True
976, @pixi/core, v6.1.0-rc.5, True
977, @pixi/core, v6.1.0-rc.4, True
978, @pixi/core, v6.1.0-rc.3, True
979, @pixi/core, v6.1.0-rc.2, True
980, @pixi/core, v6.1.0-rc, True
981, @pixi/core, v5.3.10, True
982, @pixi/core, v6.0.4, True
983, @pixi/core, v6.0.3, True
984, @pixi/core, v6.0.2, True
985, @pixi/core, v6.1.0, True
986, @pixi/core, v5.3.9, True
987, @pixi/core, v6.0.1, True
988, @pixi/core, v6.0.0-rc.3, True
989, @pixi/core, v6.0.0-rc.2, True
990, @pixi/core, v5.3.8, True
991, @pixi/core, v6.0.0-rc, True
992, @pixi/core, v5.3.7, True
993, @pixi/core, v5.3.6, True
994, @pixi/core, v5.3.5, True
995, @pixi/core, v5.4.0-rc.3, True
996, @pixi/core, v5.2.5, True
997, @pixi/core, v5.3.4, True
998, @pixi/core, v5.4.0-rc.2, True
999, @pixi/core, v5.4.0-rc.1, True
1000, pixi.js, v5.3.11, True
1001, pixi.js, v6.1.3, True
1002, pixi.js, v6.2.0, True
1003, pixi.js, v6.1.2, True
1004, pixi.js, v6.1.1, True
1005, pixi.js, v6.1.0-rc.6, True
1006, pixi.js, v6.1.0-rc.5, True
1007, pixi.js, v6.1.0-rc.4, True
1008, pixi.js, v6.1.0-rc.3, True
1009, pixi.js, v6.1.0-rc.2, True
1010, pixi.js, v6.1.0-rc, True
1011, pixi.js, v5.3.10, True
1012, pixi.js, v6.0.4, True
1013, pixi.js, v6.0.3, True
1014, pixi.js, v6.0.2, True
1015, pixi.js, v6.1.0, True
1016, pixi.js, v5.3.9, True
1017, pixi.js, v6.0.1, True
1018, pixi.js, v6.0.0-rc.3, True
1019, pixi.js, v6.0.0-rc.2, True
1020, pixi.js, v5.3.8, True
1021, pixi.js, v6.0.0-rc, True
1022, pixi.js, v5.3.7, True
1023, pixi.js, v5.3.6, True
1024, pixi.js, v5.3.5, True
1025, pixi.js, v5.4.0-rc.3, True
1026, pixi.js, v5.2.5, True
1027, pixi.js, v5.3.4, True
1028, pixi.js, v5.4.0-rc.2, True
1029, pixi.js, v5.4.0-rc.1, True
1030, vuetify, v2.5.12, True
1031, vuetify, v2.5.11, True
1032, video.js, v7.16.0, True
1033, video.js, v7.15.7, True
1034, video.js, v7.15.6, True
1035, video.js, v7.15.5, True
1036, video.js, v7.15.4, True
1037, video.js, v7.15.3, True
1038, video.js, v7.15.2, False, 2, 0, 0, 2, 0
1039, video.js, v7.15.1, False, 2, 0, 0, 2, 0
1040, video.js, v7.15.0, False, 2, 0, 0, 2, 0
1041, video.js, v7.14.3, False, 2, 0, 0, 2, 0
1042, video.js, v7.14.2, False, 3, 0, 0, 3, 0
1043, video.js, v7.14.1, False, 3, 0, 0, 3, 0
1044, video.js, v7.14.0, False, 3, 0, 0, 3, 0
1045, video.js, v7.13.4, False, 3, 0, 0, 3, 0
1046, video.js, v7.13.3, False, 3, 0, 0, 3, 0
1047, video.js, v7.13.2, False, 3, 0, 0, 3, 0
1048, video.js, v7.13.1, False, 3, 0, 0, 3, 0
1049, video.js, v7.13.0, False, 3, 0, 0, 3, 0
1050, video.js, v7.12.4, False, 2, 0, 0, 2, 0
1051, video.js, v7.12.3, False, 2, 0, 0, 2, 0
1052, video.js, v7.12.2, False, 2, 0, 0, 2, 0
1053, video.js, v7.12.1, False, 2, 0, 0, 2, 0
1054, video.js, v7.12.0, False, 2, 0, 0, 2, 0
1055, video.js, v7.11.8, False, 3, 0, 0, 3, 0
1056, video.js, v7.11.7, False, 3, 0, 0, 3, 0
1057, video.js, v7.11.6, False, 3, 0, 0, 3, 0
1058, video.js, v7.11.5, False, 3, 0, 0, 3, 0
1059, video.js, v7.11.4, False, 3, 0, 0, 3, 0
1060, video.js, v7.11.3, False, 3, 0, 0, 3, 0
1061, video.js, v7.11.2, False, 3, 0, 0, 3, 0
1062, material-design-lite, v1.3.0, True
1063, material-design-lite, v1.2.1, True
1064, material-design-lite, v1.2.0, True
1065, material-design-lite, v1.1.3, True
1066, material-design-lite, v1.1.2, True
1067, material-design-lite, v1.1.1, True
1068, material-design-lite, v1.1.0, True
1069, material-design-lite, v1.0.6, True
1070, material-design-lite, v1.0.5, True
1071, material-design-lite, v1.0.4, True
1072, material-design-lite, v1.0.3, True
1073, material-design-lite, v1.0.2, True
1074, material-design-lite, v1.0.1, True
1075, material-design-lite, v1.0.0, True
1076, quill, v1.3.7, True
1077, quill, v1.3.6, False, 2, 0, 0, 2, 0
1078, quill, v1.3.5, False, 2, 0, 0, 2, 0
1079, quill, v1.3.4, False, 2, 0, 0, 2, 0
1080, quill, v1.3.3, False, 2, 0, 0, 2, 0
1081, quill, v1.3.2, False, 2, 0, 0, 2, 0
1082, quill, v1.3.1, False, 2, 0, 0, 2, 0
1083, quill, v1.3.0, False, 2, 0, 0, 2, 0
1084, quill, v1.2.6, False, 2, 0, 0, 2, 0
1085, quill, v1.2.5, False, 2, 0, 0, 2, 0
1086, quill, v1.2.4, False, 2, 0, 0, 2, 0
1087, quill, v1.2.3, False, 2, 0, 0, 2, 0
1088, quill, v1.2.2, False, 2, 0, 0, 2, 0
1089, quill, v1.2.1, False, 2, 0, 0, 2, 0
1090, quill, v1.2.0, False, 2, 0, 0, 2, 0
1091, quill, v1.1.10, False, 2, 0, 0, 2, 0
1092, quill, v1.1.9, False, 2, 0, 0, 2, 0
1093, quill, v1.1.8, False, 2, 0, 0, 2, 0
1094, quill, v1.1.7, False, 2, 0, 0, 2, 0
1095, quill, v1.1.6, False, 2, 0, 0, 2, 0
1096, quill, v1.1.5, False, 2, 0, 0, 2, 0
1097, quill, v1.1.3, False, 2, 0, 0, 2, 0
1098, quill, v1.1.2, False, 2, 0, 0, 2, 0
1099, quill, v1.1.1, False, 2, 0, 0, 2, 0
1100, quill, v1.1.0, False, 2, 0, 0, 2, 0
1101, quill, v1.0.6, False, 2, 0, 0, 2, 0
1102, quill, v1.0.4, False, 2, 0, 0, 2, 0
1103, quill, v1.0.3, False, 3, 0, 0, 3, 0
1104, quill, v1.0.2, False, 3, 0, 0, 3, 0
1105, quill, v1.0.0, False, 3, 0, 0, 3, 0
1106, phaser, v3.60.0-beta.3, True
1107, phaser, v3.60.0-beta.2, True
1108, phaser, v3.60.0-beta.1, True
1109, phaser, v3.55.2, True
1110, phaser, v3.55.1, True
1111, phaser, v3.55.0, True
1112, phaser, v3.54.0, True
1113, phaser, v3.53.1, True
1114, phaser, v3.53.0, True
1115, phaser, v3.52.0, True
1116, phaser, v3.51.0, True
1117, phaser, v3.50.1, True
1118, phaser, v3.50.0, True
1119, phaser, v3.50.0-beta.12, True
1120, phaser, v3.50.0-beta.11, True
1121, phaser, v3.50.0-beta.10, True
1122, phaser, v3.50.0-beta.9, True
1123, phaser, v3.50.0-beta.8, True
1124, phaser, v3.50.0-beta.7, True
1125, phaser, v3.50.0-beta.4, True
1126, phaser, v3.50.0-beta.2, True
1127, phaser, v3.50.0-beta.1, True
1128, phaser, v3.25.0-beta.0, True
1129, phaser, v3.24.1, True
1130, phaser, v3.24.0, True
1131, phaser, v3.23.0, True
1132, phaser, v3.22.0, True
1133, phaser, v3.21.0, True
1134, phaser, v3.20.1, True
1135, phaser, v3.20.0, True
1136, @tarojs/taro, v3.3.12, True
1137, @tarojs/taro, v3.3.11, True
1138, @tarojs/taro, v2.2.18, True
1139, @tarojs/taro, v3.3.10, True
1140, @tarojs/taro, v3.3.9, True
1141, @tarojs/taro, v3.3.8, True
1142, @tarojs/taro, v3.3.7, True
1143, @tarojs/taro, v3.3.6, True
1144, @tarojs/taro, v3.3.5, True
1145, @tarojs/taro, v3.3.4, True
1146, @tarojs/taro, v3.3.3, True
1147, @tarojs/taro, v3.3.2, True
1148, @tarojs/taro, v3.3.1, True
1149, @tarojs/taro, v3.3.0, True
1150, @tarojs/taro, v3.2.16, True
1151, @tarojs/taro, v3.2.15, True
1152, @tarojs/taro, v3.2.14, True
1153, @tarojs/taro, v3.2.13, True
1154, @tarojs/taro, v3.2.12, True
1155, @tarojs/taro, v3.2.11, True
1156, @tarojs/taro, v3.2.10, True
1157, @tarojs/taro, v3.2.9, True
1158, @tarojs/taro, v3.2.8, True
1159, @tarojs/taro, v3.2.7, True
1160, @tarojs/taro, v3.2.6, True
1161, @tarojs/taro, v3.2.5, True
1162, @tarojs/taro, v3.2.4, True
1163, @tarojs/taro, v3.2.3, True
1164, @tarojs/taro, v3.2.2, True
1165, @tarojs/taro, v3.2.1, True
1166, @tarojs/utils, v3.3.12, True
1167, @tarojs/utils, v3.3.11, True
1168, @tarojs/utils, v2.2.18, True
1169, @tarojs/utils, v3.3.10, True
1170, @tarojs/utils, v3.3.9, True
1171, @tarojs/utils, v3.3.8, True
1172, @tarojs/utils, v3.3.7, True
1173, @tarojs/utils, v3.3.6, True
1174, @tarojs/utils, v3.3.5, True
1175, @tarojs/utils, v3.3.4, True
1176, @tarojs/utils, v3.3.3, True
1177, @tarojs/utils, v3.3.2, True
1178, @tarojs/utils, v3.3.1, True
1179, @tarojs/utils, v3.3.0, True
1180, @tarojs/utils, v3.2.16, True
1181, @tarojs/utils, v3.2.15, True
1182, @tarojs/utils, v3.2.14, True
1183, @tarojs/utils, v3.2.13, True
1184, @tarojs/utils, v3.2.12, True
1185, @tarojs/utils, v3.2.11, True
1186, @tarojs/utils, v3.2.10, True
1187, @tarojs/utils, v3.2.9, True
1188, @tarojs/utils, v3.2.8, True
1189, @tarojs/utils, v3.2.7, True
1190, @tarojs/utils, v3.2.6, True
1191, @tarojs/utils, v3.2.5, True
1192, @tarojs/utils, v3.2.4, True
1193, @tarojs/utils, v3.2.3, True
1194, @tarojs/utils, v3.2.2, True
