X.1,Name,Release.Name,X,Repository.URL,Release.URL,id,is_ok,num_vuln,critical,high,medium,low
2715,@formatjs/intl-unified-numberformat,@formatjs/intl-pluralrules@4.1.5,12562,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-pluralrules%404.1.5,2715,error,Couldn't find the requested package or version,NA,NA,NA,NA
2716,@formatjs/intl-unified-numberformat,@formatjs/intl@1.14.3,12563,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl%401.14.3,2716,error,Couldn't find the requested package or version,NA,NA,NA,NA
2717,@formatjs/intl-unified-numberformat,@formatjs/intl-displaynames@5.2.5,12564,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-displaynames%405.2.5,2717,error,Couldn't find the requested package or version,NA,NA,NA,NA
2718,@formatjs/intl-unified-numberformat,@formatjs/cli@4.3.2,12565,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/cli%404.3.2,2718,error,Couldn't find the requested package or version,NA,NA,NA,NA
2719,@formatjs/intl-unified-numberformat,@formatjs/icu-skeleton-parser@1.3.0,12566,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/icu-skeleton-parser%401.3.0,2719,error,Couldn't find the requested package or version,NA,NA,NA,NA
2720,@formatjs/intl-unified-numberformat,eslint-plugin-formatjs@2.17.9,12567,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/eslint-plugin-formatjs%402.17.9,2720,error,Couldn't find the requested package or version,NA,NA,NA,NA
2721,@formatjs/intl-unified-numberformat,@formatjs/ecma402-abstract@1.10.0,12568,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/ecma402-abstract%401.10.0,2721,error,Couldn't find the requested package or version,NA,NA,NA,NA
2722,@formatjs/intl-unified-numberformat,@formatjs/editor@1.1.32,12569,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/editor%401.1.32,2722,error,Couldn't find the requested package or version,NA,NA,NA,NA
2723,@formatjs/intl-unified-numberformat,@formatjs/intl-numberformat@7.2.5,12570,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-numberformat%407.2.5,2723,error,Couldn't find the requested package or version,NA,NA,NA,NA
2724,@formatjs/intl-unified-numberformat,intl-messageformat@9.9.3,12571,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/intl-messageformat%409.9.3,2724,error,Couldn't find the requested package or version,NA,NA,NA,NA
2725,@formatjs/intl-unified-numberformat,react-intl@5.20.13,12572,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/react-intl%405.20.13,2725,error,Couldn't find the requested package or version,NA,NA,NA,NA
2726,@formatjs/intl-unified-numberformat,@formatjs/intl-listformat@6.3.5,12573,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-listformat%406.3.5,2726,error,Couldn't find the requested package or version,NA,NA,NA,NA
2727,@formatjs/intl-unified-numberformat,@formatjs/icu-messageformat-parser@2.0.13,12574,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/icu-messageformat-parser%402.0.13,2727,error,Couldn't find the requested package or version,NA,NA,NA,NA
2728,@formatjs/intl-unified-numberformat,vue-intl@6.0.13,12575,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/vue-intl%406.0.13,2728,error,Couldn't find the requested package or version,NA,NA,NA,NA
2729,@formatjs/intl-unified-numberformat,@formatjs/intl-datetimeformat@4.2.5,12576,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-datetimeformat%404.2.5,2729,error,Couldn't find the requested package or version,NA,NA,NA,NA
2730,@formatjs/intl-unified-numberformat,@formatjs/ts-transformer@3.5.1,12577,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/ts-transformer%403.5.1,2730,error,Couldn't find the requested package or version,NA,NA,NA,NA
2731,@formatjs/intl-unified-numberformat,babel-plugin-formatjs@10.3.10,12578,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/babel-plugin-formatjs%4010.3.10,2731,error,Couldn't find the requested package or version,NA,NA,NA,NA
2732,intl-format-cache,react-intl@5.21.0,12579,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/react-intl%405.21.0,2732,error,Couldn't find the requested package or version,NA,NA,NA,NA
2733,intl-format-cache,@formatjs/icu-skeleton-parser@1.3.1,12580,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/icu-skeleton-parser%401.3.1,2733,error,Couldn't find the requested package or version,NA,NA,NA,NA
2734,intl-format-cache,@formatjs/icu-messageformat-parser@2.0.14,12581,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/icu-messageformat-parser%402.0.14,2734,error,Couldn't find the requested package or version,NA,NA,NA,NA
2735,intl-format-cache,@formatjs/intl@1.15.0,12582,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl%401.15.0,2735,error,Couldn't find the requested package or version,NA,NA,NA,NA
2736,intl-format-cache,intl-messageformat@9.9.4,12583,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/intl-messageformat%409.9.4,2736,error,Couldn't find the requested package or version,NA,NA,NA,NA
2737,intl-format-cache,babel-plugin-formatjs@10.3.11,12584,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/babel-plugin-formatjs%4010.3.11,2737,error,Couldn't find the requested package or version,NA,NA,NA,NA
2738,intl-format-cache,@formatjs/ts-transformer@3.6.0,12585,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/ts-transformer%403.6.0,2738,error,Couldn't find the requested package or version,NA,NA,NA,NA
2739,intl-format-cache,@formatjs/intl-getcanonicallocales@1.8.0,12586,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-getcanonicallocales%401.8.0,2739,error,Couldn't find the requested package or version,NA,NA,NA,NA
2740,intl-format-cache,vue-intl@6.0.14,12587,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/vue-intl%406.0.14,2740,error,Couldn't find the requested package or version,NA,NA,NA,NA
2741,intl-format-cache,@formatjs/editor@1.1.33,12588,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/editor%401.1.33,2741,error,Couldn't find the requested package or version,NA,NA,NA,NA
2742,intl-format-cache,@formatjs/cli@4.4.0,12589,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/cli%404.4.0,2742,error,Couldn't find the requested package or version,NA,NA,NA,NA
2743,intl-format-cache,@formatjs/intl-locale@2.4.40,12590,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-locale%402.4.40,2743,error,Couldn't find the requested package or version,NA,NA,NA,NA
2744,intl-format-cache,eslint-plugin-formatjs@2.18.0,12591,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/eslint-plugin-formatjs%402.18.0,2744,error,Couldn't find the requested package or version,NA,NA,NA,NA
2745,intl-format-cache,@formatjs/intl-pluralrules@4.1.5,12592,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-pluralrules%404.1.5,2745,error,Couldn't find the requested package or version,NA,NA,NA,NA
2746,intl-format-cache,@formatjs/intl@1.14.3,12593,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl%401.14.3,2746,error,Couldn't find the requested package or version,NA,NA,NA,NA
2747,intl-format-cache,@formatjs/intl-displaynames@5.2.5,12594,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-displaynames%405.2.5,2747,error,Couldn't find the requested package or version,NA,NA,NA,NA
2748,intl-format-cache,@formatjs/cli@4.3.2,12595,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/cli%404.3.2,2748,error,Couldn't find the requested package or version,NA,NA,NA,NA
2749,intl-format-cache,@formatjs/icu-skeleton-parser@1.3.0,12596,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/icu-skeleton-parser%401.3.0,2749,error,Couldn't find the requested package or version,NA,NA,NA,NA
2750,intl-format-cache,eslint-plugin-formatjs@2.17.9,12597,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/eslint-plugin-formatjs%402.17.9,2750,error,Couldn't find the requested package or version,NA,NA,NA,NA
2751,intl-format-cache,@formatjs/ecma402-abstract@1.10.0,12598,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/ecma402-abstract%401.10.0,2751,error,Couldn't find the requested package or version,NA,NA,NA,NA
2752,intl-format-cache,@formatjs/editor@1.1.32,12599,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/editor%401.1.32,2752,error,Couldn't find the requested package or version,NA,NA,NA,NA
2753,intl-format-cache,@formatjs/intl-numberformat@7.2.5,12600,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-numberformat%407.2.5,2753,error,Couldn't find the requested package or version,NA,NA,NA,NA
2754,intl-format-cache,intl-messageformat@9.9.3,12601,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/intl-messageformat%409.9.3,2754,error,Couldn't find the requested package or version,NA,NA,NA,NA
2755,intl-format-cache,react-intl@5.20.13,12602,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/react-intl%405.20.13,2755,error,Couldn't find the requested package or version,NA,NA,NA,NA
2756,intl-format-cache,@formatjs/intl-listformat@6.3.5,12603,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-listformat%406.3.5,2756,error,Couldn't find the requested package or version,NA,NA,NA,NA
2757,intl-format-cache,@formatjs/icu-messageformat-parser@2.0.13,12604,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/icu-messageformat-parser%402.0.13,2757,error,Couldn't find the requested package or version,NA,NA,NA,NA
2758,intl-format-cache,vue-intl@6.0.13,12605,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/vue-intl%406.0.13,2758,error,Couldn't find the requested package or version,NA,NA,NA,NA
2759,intl-format-cache,@formatjs/intl-datetimeformat@4.2.5,12606,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/intl-datetimeformat%404.2.5,2759,error,Couldn't find the requested package or version,NA,NA,NA,NA
2760,intl-format-cache,@formatjs/ts-transformer@3.5.1,12607,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/%40formatjs/ts-transformer%403.5.1,2760,error,Couldn't find the requested package or version,NA,NA,NA,NA
2761,intl-format-cache,babel-plugin-formatjs@10.3.10,12608,https://github.com/formatjs/formatjs,https://github.com/formatjs/formatjs/releases/tag/babel-plugin-formatjs%4010.3.10,2761,error,Couldn't find the requested package or version,NA,NA,NA,NA
2792,office-ui-fabric-react,@fluentui/react-button_v9.0.0-alpha.95,12831,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-button_v9.0.0-alpha.95,2792,error,Couldn't find the requested package or version,NA,NA,NA,NA
2793,office-ui-fabric-react,@fluentui/react-card_v9.0.0-alpha.11,12832,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-card_v9.0.0-alpha.11,2793,error,Couldn't find the requested package or version,NA,NA,NA,NA
2794,office-ui-fabric-react,@fluentui/react-components_v9.0.0-alpha.117,12833,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-components_v9.0.0-alpha.117,2794,error,Couldn't find the requested package or version,NA,NA,NA,NA
2795,office-ui-fabric-react,@fluentui/react-menu_v9.0.0-alpha.86,12834,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-menu_v9.0.0-alpha.86,2795,error,Couldn't find the requested package or version,NA,NA,NA,NA
2796,office-ui-fabric-react,@fluentui/react-examples_v0.15.10,12835,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-examples_v0.15.10,2796,error,Couldn't find the requested package or version,NA,NA,NA,NA
2797,office-ui-fabric-react,@fluentui/storybook_v0.7.9,12836,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/storybook_v0.7.9,2797,error,Couldn't find the requested package or version,NA,NA,NA,NA
2798,office-ui-fabric-react,@uifabric/api-docs_v7.7.8,12837,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/api-docs_v7.7.8,2798,error,Couldn't find the requested package or version,NA,NA,NA,NA
2799,office-ui-fabric-react,@uifabric/azure-themes_v7.8.9,12838,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/azure-themes_v7.8.9,2799,error,Couldn't find the requested package or version,NA,NA,NA,NA
2800,office-ui-fabric-react,@uifabric/charting_v4.17.9,12839,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/charting_v4.17.9,2800,error,Couldn't find the requested package or version,NA,NA,NA,NA
2801,office-ui-fabric-react,@uifabric/date-time_v7.20.8,12840,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/date-time_v7.20.8,2801,error,Couldn't find the requested package or version,NA,NA,NA,NA
2802,office-ui-fabric-react,@uifabric/example-app-base_v7.20.8,12841,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/example-app-base_v7.20.8,2802,error,Couldn't find the requested package or version,NA,NA,NA,NA
2803,office-ui-fabric-react,@uifabric/experiments_v7.40.9,12842,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/experiments_v7.40.9,2803,error,Couldn't find the requested package or version,NA,NA,NA,NA
2804,office-ui-fabric-react,@uifabric/fabric-website-resources_v7.10.10,12843,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/fabric-website-resources_v7.10.10,2804,error,Couldn't find the requested package or version,NA,NA,NA,NA
2805,office-ui-fabric-react,@uifabric/fabric-website_v7.17.10,12844,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/fabric-website_v7.17.10,2805,error,Couldn't find the requested package or version,NA,NA,NA,NA
2806,office-ui-fabric-react,@uifabric/fluent-theme_v7.5.8,12845,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/fluent-theme_v7.5.8,2806,error,Couldn't find the requested package or version,NA,NA,NA,NA
2807,office-ui-fabric-react,@uifabric/mdl2-theme_v0.5.8,12846,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/mdl2-theme_v0.5.8,2807,error,Couldn't find the requested package or version,NA,NA,NA,NA
2808,office-ui-fabric-react,@uifabric/react-cards_v0.116.9,12847,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/react-cards_v0.116.9,2808,error,Couldn't find the requested package or version,NA,NA,NA,NA
2809,office-ui-fabric-react,@uifabric/theme-samples_v7.3.8,12848,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/theme-samples_v7.3.8,2809,error,Couldn't find the requested package or version,NA,NA,NA,NA
2810,office-ui-fabric-react,@uifabric/tsx-editor_v0.15.8,12849,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40uifabric/tsx-editor_v0.15.8,2810,error,Couldn't find the requested package or version,NA,NA,NA,NA
2812,office-ui-fabric-react,@fluentui/babel-make-styles_v9.0.0-alpha.56,12851,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/babel-make-styles_v9.0.0-alpha.56,2812,error,Couldn't find the requested package or version,NA,NA,NA,NA
2813,office-ui-fabric-react,@fluentui/jest-serializer-make-styles_v9.0.0-alpha.49,12852,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/jest-serializer-make-styles_v9.0.0-alpha.49,2813,error,Couldn't find the requested package or version,NA,NA,NA,NA
2814,office-ui-fabric-react,@fluentui/make-styles-webpack-loader_v9.0.0-alpha.29,12853,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/make-styles-webpack-loader_v9.0.0-alpha.29,2814,error,Couldn't find the requested package or version,NA,NA,NA,NA
2815,office-ui-fabric-react,@fluentui/react-accordion_v9.0.0-alpha.84,12854,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-accordion_v9.0.0-alpha.84,2815,error,Couldn't find the requested package or version,NA,NA,NA,NA
2816,office-ui-fabric-react,@fluentui/react-aria_v9.0.0-alpha.40,12855,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-aria_v9.0.0-alpha.40,2816,error,Couldn't find the requested package or version,NA,NA,NA,NA
2817,office-ui-fabric-react,@fluentui/react-avatar_v9.0.0-alpha.88,12856,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-avatar_v9.0.0-alpha.88,2817,error,Couldn't find the requested package or version,NA,NA,NA,NA
2818,office-ui-fabric-react,@fluentui/react-badge_v9.0.0-alpha.88,12857,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-badge_v9.0.0-alpha.88,2818,error,Couldn't find the requested package or version,NA,NA,NA,NA
2819,office-ui-fabric-react,@fluentui/react-button_v9.0.0-alpha.94,12858,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-button_v9.0.0-alpha.94,2819,error,Couldn't find the requested package or version,NA,NA,NA,NA
2820,office-ui-fabric-react,@fluentui/react-card_v9.0.0-alpha.10,12859,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-card_v9.0.0-alpha.10,2820,error,Couldn't find the requested package or version,NA,NA,NA,NA
2821,office-ui-fabric-react,@fluentui/react-checkbox_v9.0.0-alpha.43,12860,https://github.com/OfficeDev/office-ui-fabric-react,https://github.com/microsoft/fluentui/releases/tag/%40fluentui/react-checkbox_v9.0.0-alpha.43,2821,error,Couldn't find the requested package or version,NA,NA,NA,NA
2823,react-json-tree,redux-devtools-cli@1.0.0-2,12862,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/redux-devtools-cli%401.0.0-2,2823,error,Couldn't find the requested package or version,NA,NA,NA,NA
2824,react-json-tree,redux-devtools-core@1.0.0-2,12863,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/redux-devtools-core%401.0.0-2,2824,error,Couldn't find the requested package or version,NA,NA,NA,NA
2825,react-json-tree,redux-devtools-test-generator@0.6.0,12864,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/redux-devtools-test-generator%400.6.0,2825,error,Couldn't find the requested package or version,NA,NA,NA,NA
2826,react-json-tree,redux-slider-monitor@2.0.0-3,12865,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/redux-slider-monitor%402.0.0-3,2826,error,Couldn't find the requested package or version,NA,NA,NA,NA
2827,react-json-tree,devui@1.0.0-4,12866,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/devui%401.0.0-4,2827,error,Couldn't find the requested package or version,NA,NA,NA,NA
2828,react-json-tree,redux-devtools-inspector@0.13.0,12867,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/redux-devtools-inspector%400.13.0,2828,error,Couldn't find the requested package or version,NA,NA,NA,NA
2829,react-json-tree,redux-devtools-log-monitor@2.0.0,12868,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/redux-devtools-log-monitor%402.0.0,2829,error,Couldn't find the requested package or version,NA,NA,NA,NA
2830,react-json-tree,redux-devtools-inspector@0.12.1,12869,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/redux-devtools-inspector%400.12.1,2830,error,Couldn't find the requested package or version,NA,NA,NA,NA
2831,react-json-tree,redux-devtools-inspector@0.12.0,12870,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/redux-devtools-inspector%400.12.0,2831,error,Couldn't find the requested package or version,NA,NA,NA,NA
2832,react-json-tree,react-json-tree@0.12.0,12871,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/react-json-tree%400.12.0,2832,error,Couldn't find the requested package or version,NA,NA,NA,NA
2833,react-json-tree,redux-devtools@3.6.0,12872,https://github.com/reduxjs/redux-devtools,https://github.com/reduxjs/redux-devtools/releases/tag/redux-devtools%403.6.0,2833,error,Couldn't find the requested package or version,NA,NA,NA,NA
2866,web3-eth-abi,web3-eth@4.0.0-alpha.0,12973,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-eth%404.0.0-alpha.0,2866,error,Couldn't find the requested package or version,NA,NA,NA,NA
2867,web3-eth-abi,web3-core-requestmanager@4.0.0-alpha.0,12974,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-core-requestmanager%404.0.0-alpha.0,2867,error,Couldn't find the requested package or version,NA,NA,NA,NA
2868,web3-eth-abi,web3-providers-http@4.0.0-alpha.0,12975,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-providers-http%404.0.0-alpha.0,2868,error,Couldn't find the requested package or version,NA,NA,NA,NA
2871,web3-eth-abi,web3-providers-base@1.0.0-alpha.1,12978,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-providers-base%401.0.0-alpha.1,2871,error,Couldn't find the requested package or version,NA,NA,NA,NA
2874,web3-eth-abi,web3-utils@4.0.0-alpha.0,12981,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-utils%404.0.0-alpha.0,2874,error,Couldn't find the requested package or version,NA,NA,NA,NA
2875,web3-eth-abi,web3-packagetemplate@1.0.0-alpha.0,12982,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-packagetemplate%401.0.0-alpha.0,2875,error,Couldn't find the requested package or version,NA,NA,NA,NA
2896,web3-providers,web3-eth@4.0.0-alpha.0,13003,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-eth%404.0.0-alpha.0,2896,error,Couldn't find the requested package or version,NA,NA,NA,NA
2897,web3-providers,web3-core-requestmanager@4.0.0-alpha.0,13004,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-core-requestmanager%404.0.0-alpha.0,2897,error,Couldn't find the requested package or version,NA,NA,NA,NA
2898,web3-providers,web3-providers-http@4.0.0-alpha.0,13005,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-providers-http%404.0.0-alpha.0,2898,error,Couldn't find the requested package or version,NA,NA,NA,NA
2901,web3-providers,web3-providers-base@1.0.0-alpha.1,13008,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-providers-base%401.0.0-alpha.1,2901,error,Couldn't find the requested package or version,NA,NA,NA,NA
2904,web3-providers,web3-utils@4.0.0-alpha.0,13011,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-utils%404.0.0-alpha.0,2904,error,Couldn't find the requested package or version,NA,NA,NA,NA
2905,web3-providers,web3-packagetemplate@1.0.0-alpha.0,13012,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-packagetemplate%401.0.0-alpha.0,2905,error,Couldn't find the requested package or version,NA,NA,NA,NA
2926,web3-utils,web3-eth@4.0.0-alpha.0,13063,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-eth%404.0.0-alpha.0,2926,error,Couldn't find the requested package or version,NA,NA,NA,NA
2927,web3-utils,web3-core-requestmanager@4.0.0-alpha.0,13064,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-core-requestmanager%404.0.0-alpha.0,2927,error,Couldn't find the requested package or version,NA,NA,NA,NA
2928,web3-utils,web3-providers-http@4.0.0-alpha.0,13065,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-providers-http%404.0.0-alpha.0,2928,error,Couldn't find the requested package or version,NA,NA,NA,NA
2931,web3-utils,web3-providers-base@1.0.0-alpha.1,13068,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-providers-base%401.0.0-alpha.1,2931,error,Couldn't find the requested package or version,NA,NA,NA,NA
2934,web3-utils,web3-utils@4.0.0-alpha.0,13071,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-utils%404.0.0-alpha.0,2934,error,Couldn't find the requested package or version,NA,NA,NA,NA
2935,web3-utils,web3-packagetemplate@1.0.0-alpha.0,13072,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-packagetemplate%401.0.0-alpha.0,2935,error,Couldn't find the requested package or version,NA,NA,NA,NA
2956,web3-core-helpers,web3-eth@4.0.0-alpha.0,13093,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-eth%404.0.0-alpha.0,2956,error,Couldn't find the requested package or version,NA,NA,NA,NA
2957,web3-core-helpers,web3-core-requestmanager@4.0.0-alpha.0,13094,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-core-requestmanager%404.0.0-alpha.0,2957,error,Couldn't find the requested package or version,NA,NA,NA,NA
2958,web3-core-helpers,web3-providers-http@4.0.0-alpha.0,13095,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-providers-http%404.0.0-alpha.0,2958,error,Couldn't find the requested package or version,NA,NA,NA,NA
2961,web3-core-helpers,web3-providers-base@1.0.0-alpha.1,13098,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-providers-base%401.0.0-alpha.1,2961,error,Couldn't find the requested package or version,NA,NA,NA,NA
2964,web3-core-helpers,web3-utils@4.0.0-alpha.0,13101,https://github.com/ethereum/web3.js,https://github.com/ChainSafe/web3.js/releases/tag/web3-utils%404.0.0-alpha.0,2964,error,Couldn't find the requested package or version,NA,NA,NA,NA
